comment_id,note_id,root_comment_id,parent_comment_id,target_comment_id,content,like_count,sub_comment_count,ip_location,status,create_time,create_time_iso,user_id,nickname
690a0d6500000000390020c0,6900bc2b0000000007022edb,,,,想问一下大佬，汇添富基金好不好，我家里帮我找了内推但是我并不太清楚这个公司，网上查说啥的都有，我的专业是应用统计不知道适不适合去这种公司[捂脸R][捂脸R][捂脸R],2,8,上海,0,1762266469000,2025-11-04T22:27:49,5e9dbaf0000000000100a08f,🌊
6900c3800000000037027660,6900bc2b0000000007022edb,,,,做公募量化完全不能理解了 薪资和成长性都不如私募啊,14,7,上海,0,1761657729000,2025-10-28T21:22:09,645cc5a1000000001002852f,春风十里
6900c06800000000390247f8,6900bc2b0000000007022edb,,,,第三段实习跟你做了一样的题目[doge]你mt也是wlt吧,3,2,广东,0,1761656937000,2025-10-28T21:08:57,5e9318380000000001006465,momo
696f6ad6000000000601ebbf,6900bc2b0000000007022edb,,,,[捂脸R]第三段和题主一个实习课题，更加感受到和题主的差距,1,0,北京,0,1768909526000,2026-01-20T19:45:26,64fa570b0000000005002b8b,鲨鱼哟syy
6900cbfe0000000038033c4c,6900bc2b0000000007022edb,,,,感觉第一段实习经历很有用哇[皱眉R][皱眉R],1,0,福建,0,1761659903000,2025-10-28T21:58:23,60fe4694000000000101fb12,GreysonDwn
6900beb3000000003300e2eb,6900bc2b0000000007022edb,,,,发产品了告诉我，我买[doge],0,0,广东,0,1761656500000,2025-10-28T21:01:40,618278250000000002018256,我是一个随机代号
69073de10000000039023297,6900bc2b0000000007022edb,,,,1很有意思,0,0,上海,0,1762082274000,2025-11-02T19:17:54,5cfd15ff000000001602afc4,momo
6900d3ed000000003800e1e5,6900bc2b0000000007022edb,,,,想请教下博主红利策略那段研究得到的结论是什么呀[害羞R]很感兴趣,1,0,上海,0,1761661933000,2025-10-28T22:32:13,5f0d127d0000000001001c85,puppy
6900c3ee00000000370253c5,6900bc2b0000000007022edb,,,,有留用吗,0,0,上海,0,1761657838000,2025-10-28T21:23:58,6305b717000000001200202e,dd
6903f13500000000330252a5,6900bc2b0000000007022edb,,,,样本外收益率如何,0,0,广东,0,1761866037000,2025-10-31T07:13:57,62b2cdea000000001902ad1d,F指导
6948bcbb00000000380162e7,6900bc2b0000000007022edb,,,690a0d6500000000390020c0,学历不好能进汇添富偷着乐吧，什么岗位,10,0,上海,0,1766374587000,2025-12-22T11:36:27,560f81a88a75e160a7a70946,万能青年xx
6900c4f400000000390306ef,6900bc2b0000000007022edb,,,6900c3800000000037027660,哎就知道会有这样的声音。量化是市场中的一种流派，只是众多玩法中的一种，我的笔记中也写了这类流派的特点和理论基石。公募能给你一个自由的平台去接触各种各样的流派，并且做量化的课题，你也可以根据自己的兴趣去研究和探索，而不是老板让你干什么就必须干什么。积累出自己的盈利策略是可以帮家里做资产配置的，而这部分收入远比工资重要,46,0,北京,0,1761658100000,2025-10-28T21:28:20,5fba0ca30000000001005a2a,极昼の星光
6900c09000000000390235c6,6900bc2b0000000007022edb,,,6900c06800000000390247f8,第一段 红利轮动那个,0,0,广东,0,1761656976000,2025-10-28T21:09:36,5e9318380000000001006465,momo
692cfe6b0000000030027b91,6900bc2b0000000007022edb,,,,请问下UU这是暑期还是日常呀 谢谢（日常的话是怎么找的呀,0,0,北京,0,1764556396000,2025-12-01T10:33:16,65be357a000000000d03fe3c,小红薯65BE9948
